Income_per_month,Age,Rent_per_month,Loan_Repayment_per_month,Insurance_premium,Healthcare_cost_per_month,Education_cost_per_month,Desired_Savings_per_month,Dependents_0,Dependents_1,Dependents_2,Dependents_3,Dependents_4,Occupation_Professional,Occupation_Retired,Occupation_Self_Employed,Occupation_Student,Risk_Tolerance
6293,23,944,0,291,293,352,525,0,0,1,0,0,1,0,0,0,0.00237479738831806
26569,45,3985,0,569,1222,2229,1808,0,0,0,1,0,0,0,1,0,0.018060959084839984
48031,35,9606,0,1856,2031,3661,5161,0,0,0,0,1,0,1,0,0,0.03517953825368074
37561,44,11268,0,863,1432,3713,2790,0,1,0,0,0,0,1,0,0,0.029113587531222535
18229,19,5468,0,395,810,1711,1057,0,0,0,1,0,0,0,1,0,0.009854317984775108
25398,57,5079,0,1229,1108,0,2301,1,0,0,0,0,0,1,0,0,0.01622282225921201
20222,38,4044,3226,539,713,1425,1351,0,0,0,0,1,0,0,0,1,0.016895383925577778
18722,40,5616,2305,480,777,1452,1518,0,0,1,0,0,0,0,0,1,0.012275738379463656
59197,19,11839,10548,2737,2861,5223,3612,0,0,0,0,1,1,0,0,0,0.0602071648649024
39917,33,11975,3086,1172,1468,0,2599,1,0,0,0,0,0,0,1,0,0.030104574411310148
17233,21,2585,1435,782,531,915,865,0,0,0,0,1,1,0,0,0,0.008358413865483699
61613,51,12322,9035,2471,2732,4963,6168,0,0,1,0,0,0,0,0,1,0.0638249117634805
38360,22,5754,0,985,1894,3296,2017,0,0,0,1,0,1,0,0,0,0.024957196112236457
57482,51,11496,0,2045,2439,3885,6254,0,0,0,1,0,0,1,0,0,0.05324545723281546
49645,39,9929,8577,1977,2210,3464,6431,0,0,1,0,0,0,0,1,0,0.04315604025847001
15456,63,4636,0,644,627,1077,790,0,1,0,0,0,0,0,1,0,0.00870659844497394
19164,37,3832,2957,660,694,1716,1640,0,1,0,0,0,0,0,1,0,0.012755856147193791
54545,56,16363,6360,1671,2395,5229,6590,0,0,0,1,0,0,0,0,1,0.05554387224899463
48886,64,7332,0,2369,1572,0,7100,1,0,0,0,0,0,1,0,0,0.03214705888188111
29502,30,8850,5383,959,1019,2657,0,0,0,0,0,1,0,0,0,1,0.024179484686822354
32952,61,4942,0,1343,1349,2123,1697,0,0,1,0,0,0,1,0,0,0.021711441285763317
83373,51,16674,12616,3761,3769,0,10277,1,0,0,0,0,0,1,0,0,0.07665913424053107
18689,61,5606,3274,468,576,1001,1326,0,0,0,0,1,0,0,1,0,0.012370968349922526
46473,23,9294,0,1602,1795,3444,4916,0,0,0,1,0,0,0,0,1,0.03364593893774936
25519,46,5103,0,933,854,2155,1847,0,0,1,0,0,1,0,0,0,0.017306063173181653
25205,50,5041,4677,935,792,0,1965,1,0,0,0,0,1,0,0,0,0.019441793656493594
72256,18,21676,0,1768,2347,6138,8885,0,0,0,0,1,0,0,1,0,0.06132909295437096
58063,64,17418,0,1206,2210,3352,7060,0,0,0,1,0,0,0,0,1,0.05317205079725341
57512,24,11502,0,2297,2443,5187,7297,0,0,0,1,0,0,1,0,0,0.054410040413218716
85249,39,17049,11038,3294,3915,6818,11229,0,0,0,0,1,0,0,1,0,0.08223306344895177
30508,49,4576,4217,1251,1324,2454,2153,0,1,0,0,0,1,0,0,0,0.02483419073372708
51767,31,10353,7766,1381,2090,4334,6745,0,1,0,0,0,1,0,0,0,0.054773104675593154
23405,41,7021,4583,705,872,1817,288,0,0,0,0,1,0,1,0,0,0.02019470561043403
38881,36,11664,0,1442,1596,2354,2798,0,0,0,0,1,0,0,0,1,0.029190961882220368
27033,44,8110,4620,587,1141,1865,1760,0,0,0,0,1,1,0,0,0,0.02401084828080144
32420,40,6484,1790,849,1368,2260,2759,0,0,0,1,0,0,0,0,1,0.023962241316713057
48294,62,7244,5523,2242,2061,3658,6120,0,0,1,0,0,0,0,0,1,0.038473900044242254
15589,38,3117,2810,383,508,1465,1204,0,0,0,1,0,1,0,0,0,0.010471328835039867
159989,61,31997,0,3987,7555,15057,26046,0,0,0,1,0,1,0,0,0,0.15162496056884037
13415,46,4024,0,558,471,1235,754,0,1,0,0,0,0,0,1,0,0.007717595522604222
11357,18,1703,629,528,560,593,880,0,0,0,0,1,0,0,0,1,0.005408268738976635
75768,48,22730,0,3722,3013,6699,9992,0,0,0,1,0,0,0,1,0,0.06618681342663225
56516,44,8477,0,2548,2030,5521,7768,0,0,0,1,0,0,0,0,1,0.05207789811583535
49426,61,14828,0,2044,2358,3390,5959,0,0,0,0,1,1,0,0,0,0.03650085409379755
49594,53,14878,7168,2310,2312,4079,763,0,0,1,0,0,0,0,0,1,0.03758508698662614
29707,44,5941,5696,1040,1475,2477,1770,0,1,0,0,0,0,0,1,0,0.02450088583712104
14634,32,4390,0,420,591,0,1301,1,0,0,0,0,0,0,0,1,0.007768186444410497
31875,42,6375,0,1326,1162,1679,2048,0,0,0,1,0,1,0,0,0,0.021046815450269124
17452,32,3490,0,562,574,1626,922,0,0,1,0,0,0,0,1,0,0.008635175967129788
65450,57,13090,6334,2047,2050,0,8573,1,0,0,0,0,0,0,0,1,0.05849897726979643
26670,36,5334,0,874,1320,1549,2040,0,0,0,0,1,0,0,0,1,0.017965729114381115
15499,64,4649,0,600,629,0,1538,1,0,0,0,0,0,0,0,1,0.008430828322186798
23198,28,6959,0,1091,1118,1203,1808,0,0,0,0,1,0,0,0,1,0.017259440166811166
41743,58,8348,6608,2027,1699,2535,4729,0,0,1,0,0,0,1,0,0,0.03476389911178213
19110,50,3822,0,757,888,0,1708,1,0,0,0,0,0,0,0,1,0.00880778028858649
15540,58,3108,1503,327,738,1456,1325,0,1,0,0,0,1,0,0,0,0.009582515777423752
36457,40,5468,0,1174,1437,3357,2796,0,0,1,0,0,1,0,0,0,0.024601075701874642
36494,29,7298,0,872,1547,0,3311,1,0,0,0,0,0,0,1,0,0.023184529891298957
19998,19,5999,0,734,737,1792,1798,0,0,0,1,0,0,0,0,1,0.011275823689645526
20580,60,4116,0,655,1008,0,1264,1,0,0,0,0,0,1,0,0,0.013144711859900841
36119,38,5417,0,1521,1499,0,2990,1,0,0,0,0,0,1,0,0,0.021765008144146433
9419,31,1883,1375,358,357,695,601,0,1,0,0,0,1,0,0,0,0.005500522772858665
9730,51,1946,0,247,347,941,919,0,0,1,0,0,0,1,0,0,0.0048745841128633866
16885,32,3377,3216,415,632,1567,918,0,0,0,1,0,1,0,0,0,0.01127483171078658
25290,38,5058,0,581,1087,2524,2232,0,0,1,0,0,0,0,0,1,0.018032191697930532
38471,40,11541,4052,1626,1273,2995,2287,0,0,1,0,0,0,0,1,0,0.03244465253956508
97659,38,29297,18948,2926,2942,9340,0,0,0,0,1,0,0,0,0,1,0.08252966512777679
59580,31,11916,0,1978,2911,5304,8010,0,0,0,1,0,0,1,0,0,0.056971329827018725
26396,38,5279,2833,866,836,2568,2143,0,1,0,0,0,0,0,1,0,0.02091587424088818
29547,29,4432,0,1175,1043,2839,1604,0,0,0,0,1,0,0,1,0,0.02013816281547408
13452,59,4035,0,287,641,893,832,0,1,0,0,0,1,0,0,0,0.007621373573286406
29558,63,8867,3215,905,1316,2213,2452,0,0,0,1,0,0,0,1,0,0.02539664274674978
23813,64,7144,3920,545,1063,0,1409,1,0,0,0,0,1,0,0,0,0.019381282946097853
38836,22,7767,4043,833,1666,0,2233,1,0,0,0,0,0,1,0,0,0.027185180629430424
15477,19,3095,0,347,523,1270,1526,0,0,1,0,0,1,0,0,0,0.00803800469404396
45452,39,9090,0,1483,1980,3117,5619,0,0,1,0,0,0,0,0,1,0.03356757260789258
102246,23,30674,0,4173,3681,8771,18391,0,0,0,0,1,0,1,0,0,0.09968395553553963
27500,61,5500,2727,931,1069,2463,1423,0,0,0,0,1,0,0,0,1,0.02089305872713241
41370,19,8274,0,1131,1745,3569,4808,0,0,0,0,1,0,1,0,0,0.030741424838753837
52107,46,10421,4056,2060,1900,2802,6342,0,0,0,0,1,0,0,1,0,0.05155512525717052
21763,53,4352,0,567,662,0,1550,1,0,0,0,0,0,1,0,0,0.013765690625601387
35890,24,10767,0,1125,1576,3401,2042,0,0,0,1,0,0,0,0,1,0.027529397293484883
30303,33,4545,0,1471,927,2667,1612,0,0,0,0,1,0,1,0,0,0.02038218961477493
32438,50,6487,0,1455,1096,1828,2593,0,1,0,0,0,0,0,0,1,0.021945548296474705
16164,50,2424,1023,766,752,1072,818,0,0,0,0,1,0,0,1,0,0.007931862956136678
30594,31,6118,0,757,1064,0,1684,1,0,0,0,0,0,0,0,1,0.018129405626107296
44683,60,13404,0,1725,2120,2713,5434,0,0,1,0,0,1,0,0,0,0.03260436113585547
95785,29,19157,16824,2806,4444,7928,11532,0,1,0,0,0,0,1,0,0,0.0914316834079632
64625,60,12925,0,2875,2980,6458,7866,0,0,0,0,1,0,0,0,1,0.05846624196745119
167962,23,33592,0,5649,7179,0,30971,1,0,0,0,0,0,0,0,1,0.14565324783798209
16237,29,3247,0,683,684,1454,990,0,0,1,0,0,0,0,0,1,0.008192753396039624
60283,48,18084,7317,1769,2284,5481,6305,0,0,0,0,1,1,0,0,0,0.06024386808268342
34739,29,10421,0,766,1191,0,2615,1,0,0,0,0,0,0,1,0,0.023706310771104848
172956,27,51886,0,7361,5651,0,38943,1,0,0,0,0,1,0,0,0,0.15649260082969113
15714,57,2357,0,598,631,959,914,0,0,0,1,0,0,0,1,0,0.006725616663657664
15323,44,4597,0,704,684,0,1278,1,0,0,0,0,1,0,0,0,0.008178865692014372
18572,24,3714,0,435,587,1022,1451,0,0,0,0,1,0,0,0,1,0.00898633648319687
5485,63,1097,0,269,228,0,413,1,0,0,0,0,1,0,0,0,0.0018768240011268879
19699,53,3939,2908,933,761,1519,1788,0,1,0,0,0,0,1,0,0,0.012957227855559942
16344,50,2451,0,646,594,0,1269,1,0,0,0,0,0,0,1,0,0.00636949625329585
33835,44,10150,4117,1210,1463,0,2281,1,0,0,0,0,0,0,0,1,0.02706812712407473
39432,25,11829,0,1260,1685,3225,3881,0,1,0,0,0,0,0,1,0,0.03129395706318707
134576,22,26915,0,3072,6097,8201,30379,0,0,0,0,1,0,0,0,1,0.12390609531329669
64170,25,12834,0,3071,2339,4325,7458,0,0,1,0,0,0,0,0,1,0.05665389659215583
18909,57,3781,0,488,627,1888,1498,0,0,0,1,0,0,1,0,0,0.009967403574695017
14621,38,2924,0,449,712,884,1278,0,0,1,0,0,1,0,0,0,0.007331715746474011
44466,41,6669,0,1137,2216,3180,6505,0,0,0,0,1,0,1,0,0,0.032450604412718756
10433,24,1565,0,290,388,923,834,0,0,0,0,1,0,0,1,0,0.0046226214826909605
129847,36,19477,13782,4126,4431,8550,26780,0,1,0,0,0,1,0,0,0,0.13735435270403518
77072,48,15414,8577,3152,2725,7267,9914,0,0,1,0,0,0,0,1,0,0.07518902157157227
20611,53,6183,0,913,972,0,1853,1,0,0,0,0,1,0,0,0,0.014297391293996743
7619,44,2285,0,165,378,629,719,0,1,0,0,0,0,1,0,0,0.0043230438672891
88614,46,17722,0,3939,3740,7324,12237,0,1,0,0,0,0,0,0,1,0.07795664258803317
27373,40,5474,0,1198,1109,2081,1943,0,0,0,1,0,0,0,1,0,0.018813871038780423
80757,37,16151,0,1942,3878,7822,9924,0,1,0,0,0,0,0,1,0,0.07281720011983105
8378,23,1675,0,236,347,580,726,0,0,1,0,0,0,1,0,0,0.0038677255710326303
18572,29,2785,0,418,824,1138,1152,0,0,0,0,1,0,1,0,0,0.008204657142346982
30126,29,6025,0,1040,954,1866,2613,0,0,0,1,0,1,0,0,0,0.02050916290872009
31148,20,9344,0,1528,1142,0,1734,1,0,0,0,0,0,0,1,0,0.021078558773755415
20929,59,6278,1295,968,838,1956,1708,0,0,1,0,0,0,1,0,0,0.017144370619173364
49376,56,9875,0,2282,1571,0,5291,1,0,0,0,0,1,0,0,0,0.03246250815902611
12770,52,2554,0,304,388,1019,783,0,1,0,0,0,1,0,0,0,0.006011391885216142
26770,36,8031,0,1259,1069,2361,1929,0,0,1,0,0,0,0,1,0,0.020567689661397937
33030,62,9909,0,680,1471,2631,1935,0,0,0,1,0,1,0,0,0,0.024654642560257754
45274,21,6791,0,1940,2257,4261,4962,0,0,0,1,0,0,1,0,0,0.03271347881033959
53010,48,10602,8009,1536,2229,0,5704,1,0,0,0,0,0,1,0,0,0.051224796297141315
12200,59,3660,0,427,366,1186,1082,0,0,0,0,1,0,1,0,0,0.007291044613257202
8792,55,2637,1115,369,325,553,827,0,0,0,1,0,0,0,1,0,0.005859619119797319
83374,50,12506,0,3286,2924,0,10064,1,0,0,0,0,0,1,0,0,0.06499346285931955
39136,23,5870,0,1175,1662,2832,2759,0,0,0,0,1,0,0,0,1,0.025640669546050633
16484,25,3296,987,733,521,925,925,0,0,1,0,0,1,0,0,0,0.008493322990300431
103763,45,20752,0,4105,4190,8617,15903,0,0,0,1,0,0,0,0,1,0.09736768489989941
32908,32,4936,4748,1491,1401,2309,1869,0,0,0,1,0,1,0,0,0,0.02634199859932585
77063,48,23119,6276,2388,3749,0,8902,1,0,0,0,0,0,0,1,0,0.06602710483034185
31665,25,6333,0,744,1187,3154,3063,0,0,0,1,0,0,1,0,0,0.022856184888987646
155990,23,46797,11039,4860,5417,0,34063,1,0,0,0,0,1,0,0,0,0.14657876411337922
122176,46,24435,0,4256,6086,10645,18618,0,0,0,1,0,1,0,0,0,0.11470747535428524
24582,63,4916,0,597,919,0,1797,1,0,0,0,0,0,1,0,0,0.015835950504222852
65264,51,9789,0,2405,2109,4072,9738,0,0,0,1,0,0,0,1,0,0.05978259791327327
50274,24,10054,0,2002,2196,4670,5945,0,0,1,0,0,0,0,0,1,0.04814866985554804
89666,57,13450,17624,1800,3842,5283,12821,0,0,1,0,0,0,0,1,0,0.08386090075648307
13863,27,2772,857,508,675,0,1232,1,0,0,0,0,0,1,0,0,0.006952779822356426
51937,30,15581,0,1238,2526,3858,5293,0,0,1,0,0,0,0,0,1,0.04787389171161984
69960,39,10494,0,1698,2517,0,8221,1,0,0,0,0,0,1,0,0,0.058229159020162964
7346,38,1469,0,229,300,0,608,1,0,0,0,0,0,0,0,1,0.002813252043972439
11641,18,2328,1856,265,400,953,947,0,1,0,0,0,1,0,0,0,0.007330723767615064
5869,58,1760,907,218,226,463,311,0,0,1,0,0,0,1,0,0,0.003668337820384372
24183,59,4836,3101,1018,741,2287,2106,0,1,0,0,0,0,1,0,0,0.020777989179494607
53262,19,15978,0,1586,2191,4062,5930,0,1,0,0,0,1,0,0,0,0.04939062738694913
99791,46,29937,0,4795,4316,9157,10126,0,0,0,1,0,0,1,0,0,0.08321413054044992
31832,28,9549,1999,1315,1558,0,2602,1,0,0,0,0,0,0,0,1,0.02436200879686852
110397,54,22079,10358,5483,4706,6594,24089,0,0,0,0,1,0,1,0,0,0.11567167880518131
9945,24,1989,737,379,443,797,929,0,1,0,0,0,0,0,1,0,0.005593768785599642
7679,52,1535,1516,259,275,505,619,0,0,0,1,0,0,0,0,1,0.004733723114892976
28696,47,8608,0,1231,1280,2214,1706,0,0,1,0,0,0,1,0,0,0.02158446799181816
40790,33,8158,0,1298,1464,3712,5546,0,0,0,0,1,1,0,0,0,0.03102314683469466
29225,32,5845,1895,585,1002,0,1585,1,0,0,0,0,0,0,1,0,0.01892894058641822
5738,57,1721,297,151,191,548,296,0,0,0,1,0,0,0,1,0,0.0030880301879006354
27935,37,8380,2313,731,886,2609,2074,0,0,0,0,1,1,0,0,0,0.023224209045656818
10565,45,2113,0,366,415,0,820,1,0,0,0,0,0,0,1,0,0.004330979698160673
51261,54,10252,8596,2119,1798,0,6472,1,0,0,0,0,0,0,1,0,0.050824036838126904
40224,20,12067,7103,1476,1805,2335,2515,0,0,0,0,1,0,0,0,1,0.034859129082241
14144,46,4243,2195,326,498,1032,1275,0,0,0,1,0,0,1,0,0,0.010299716492442114
19887,54,5966,2286,553,740,1787,1418,0,0,0,0,1,0,0,0,1,0.012919532658919973
12856,26,2571,0,309,415,1037,749,0,1,0,0,0,1,0,0,0,0.0060510710395740045
28532,44,4279,4812,638,1329,0,2240,1,0,0,0,0,0,0,0,1,0.021901901226681057
64412,49,12882,0,1591,2489,4575,8344,0,0,1,0,0,0,0,1,0,0.05752882194574669
13634,63,4090,0,485,555,850,1070,0,0,0,0,1,1,0,0,0,0.007823737260511504
44899,56,8979,0,1915,1636,3753,4610,0,0,0,0,1,0,1,0,0,0.0327541499435564
19628,48,2944,2975,626,862,0,1048,1,0,0,0,0,1,0,0,0,0.010155879557894862
15909,64,2386,0,414,749,0,812,1,0,0,0,0,1,0,0,0,0.0059320335765004175
27538,43,4130,0,906,1315,1677,1991,0,0,0,0,1,0,0,1,0,0.018365496594536578
13105,57,2621,0,391,453,1270,829,0,0,1,0,0,0,0,0,1,0.006466710181472613
19264,20,3852,0,411,908,0,1107,1,0,0,0,0,0,0,1,0,0.008308814922536371
11506,28,1725,0,548,561,0,724,1,0,0,0,0,0,0,1,0,0.00423674170656075
144456,46,21668,28754,2935,4886,9845,23701,0,1,0,0,0,0,0,0,1,0.1466085234791476
30858,44,9257,0,655,1047,2323,3001,0,0,0,1,0,0,0,0,1,0.023639848187555428
17140,64,3428,0,497,621,1660,1417,0,1,0,0,0,0,0,1,0,0.00902403167983684
35601,27,5340,4125,1541,1108,2169,3082,0,0,1,0,0,0,1,0,0,0.026862787500272794
27421,52,4113,2143,950,1036,1519,2434,0,0,0,1,0,0,0,0,1,0.020224464976202425
25139,64,5027,1507,888,859,2483,2284,0,0,0,0,1,0,1,0,0,0.019132296252502266
49034,40,9806,7041,1888,1568,2679,6653,0,0,1,0,0,0,0,1,0,0.040659229470501525
54992,23,10998,0,1166,2010,4317,6929,0,0,1,0,0,0,0,0,1,0.05175947290211351
19624,28,3924,3732,956,669,1448,1682,0,1,0,0,0,0,0,1,0,0.01342742583470061
18926,60,3785,3177,690,710,1744,1273,0,0,0,1,0,0,0,0,1,0.012576307973724464
24074,44,7222,0,1076,952,1772,2326,0,0,1,0,0,1,0,0,0,0.01861051537269638
4757,48,951,0,156,144,424,326,0,0,0,1,0,0,0,0,1,0.001818297248449041
8926,47,1785,1426,295,389,871,830,0,0,0,0,1,0,0,1,0,0.005743557593300572
89541,20,17908,0,2243,4379,7357,10451,0,0,0,1,0,0,0,0,1,0.07743783764480411
111851,30,33555,0,3445,4363,8871,18330,0,1,0,0,0,0,0,0,1,0.10734798419976073
24580,57,4916,0,627,878,1463,2199,0,1,0,0,0,0,0,1,0,0.01746577176947205
47581,38,9516,6073,2254,2308,4288,5783,0,0,1,0,0,0,0,0,1,0.040639389893322594
38482,60,5772,0,1148,1582,3450,2093,0,0,0,1,0,1,0,0,0,0.025190311144088897
352236,28,70447,0,11266,15324,31705,74783,0,1,0,0,0,0,1,0,0,0.3639957305229911
73468,62,14693,0,1765,2742,0,10281,1,0,0,0,0,0,1,0,0,0.059609001612957624
27081,20,8124,0,1347,1085,1871,2552,0,1,0,0,0,1,0,0,0,0.020913890283170287
13967,55,4190,0,518,437,776,837,0,0,0,0,1,1,0,0,0,0.007600542017248528
8298,48,2489,0,308,408,0,735,1,0,0,0,0,0,1,0,0,0.004129607989794521
35303,41,5295,0,860,1722,1827,3180,0,0,0,1,0,1,0,0,0,0.02299010203494543
16380,59,3276,0,661,502,1602,994,0,0,1,0,0,0,0,0,1,0.008215568909795395
9615,29,1923,0,388,302,0,715,1,0,0,0,0,0,1,0,0,0.0037834073680221725
17884,63,3576,1377,842,604,1375,1158,0,1,0,0,0,0,1,0,0,0.010066601460589672
12628,60,3788,1151,360,566,1220,922,0,0,1,0,0,0,1,0,0,0.008577641193310889
115689,44,34706,0,5332,4318,9388,22348,0,0,1,0,0,1,0,0,0,0.11497134173076504
60734,38,12146,5606,2023,2545,4605,6360,0,0,1,0,0,0,0,0,1,0.06034901784173176
29809,42,8942,0,797,1160,2242,2125,0,0,1,0,0,0,1,0,0,0.022261989552478656
98018,47,19603,14678,3903,4421,9593,11409,0,0,0,1,0,1,0,0,0,0.09618227016345827
31915,47,4787,5695,669,1230,1670,1664,0,0,0,1,0,0,1,0,0,0.024241979354935987
15061,27,3012,1062,688,551,1219,1080,0,0,0,1,0,1,0,0,0,0.008447691962788889
101463,20,20292,0,2228,4320,7073,21085,0,1,0,0,0,0,0,1,0,0.09776050852804224
46169,30,9233,0,1475,1565,2664,6767,0,0,0,1,0,0,0,0,1,0.03419946314104154
13084,44,2616,0,317,490,961,716,0,0,1,0,0,0,1,0,0,0.006111581749969745
25762,35,3864,0,878,880,0,2437,1,0,0,0,0,0,0,0,1,0.01592919651696383
14890,62,2233,818,725,570,0,961,1,0,0,0,0,0,1,0,0,0.006327833141220094
9924,41,1984,1257,240,470,0,523,1,0,0,0,0,0,0,0,1,0.004985685745065401
62937,63,18881,0,1461,2857,0,8433,1,0,0,0,0,0,0,1,0,0.05561231879026194
138203,31,20730,25521,3584,5801,0,28431,1,0,0,0,0,0,0,0,1,0.13678694079671774
9799,56,2939,0,471,365,971,902,0,0,0,0,1,0,0,1,0,0.005819939965439456
47067,61,9413,9139,1338,1453,0,6426,1,0,0,0,0,0,1,0,0,0.03819912190031406
17826,21,3565,2170,681,580,0,1127,1,0,0,0,0,0,0,0,1,0.009456534462337539
20317,33,6095,1777,582,763,0,1418,1,0,0,0,0,1,0,0,0,0.015099902190884508
18676,27,2801,3082,776,578,1811,1137,0,1,0,0,0,0,1,0,0,0.011393869173860167
15029,54,2254,0,585,486,846,1339,0,0,0,0,1,0,0,1,0,0.006649234291518779
31187,44,4678,0,1521,1381,0,1824,1,0,0,0,0,0,0,1,0,0.0190797213729781
15431,18,4629,0,460,761,1485,1278,0,0,0,1,0,0,0,1,0,0.009592435566013217
37246,22,7449,2808,1094,1485,3624,2275,0,1,0,0,0,0,1,0,0,0.028584862799404018
28818,30,4322,0,1249,963,1542,2019,0,0,0,0,1,0,1,0,0,0.01891802881896981
24780,62,7434,4301,613,1206,1410,2197,0,0,0,1,0,0,0,0,1,0.022401858571590123
14514,20,2902,0,607,440,1109,842,0,0,0,1,0,1,0,0,0,0.006873421513640701
18911,34,3782,3411,816,799,1356,1800,0,1,0,0,0,0,0,1,0,0.013001866904212537
54899,36,16469,5307,2511,2385,4015,6712,0,0,0,1,0,0,0,1,0,0.055375235842973713
44787,54,6718,0,1822,2163,3479,4544,0,0,1,0,0,0,0,0,1,0.03128502925345655
13724,22,4117,1063,343,682,1206,1143,0,1,0,0,0,0,0,0,1,0.009295833887188196
32481,64,6496,2166,976,1193,1866,2363,0,1,0,0,0,1,0,0,0,0.023481131570123978
54724,59,10944,0,1186,1666,2886,6682,0,0,1,0,0,0,0,1,0,0.04976261945905409
7890,61,1578,1116,336,270,610,454,0,1,0,0,0,0,1,0,0,0.004405378112581665
46334,41,13900,0,1887,1851,4584,6380,0,0,0,1,0,0,1,0,0,0.03580547691367601
17656,60,3531,0,625,790,1231,1601,0,0,0,1,0,0,1,0,0,0.009161916741230411
47355,50,7103,0,2337,2293,2516,4928,0,0,0,1,0,0,0,1,0,0.032323631118773594
16290,38,2443,0,482,640,972,1399,0,0,1,0,0,0,1,0,0,0.007361475112242408
7080,20,1416,0,330,348,375,460,0,0,0,1,0,0,0,1,0,0.0029660167882502087
8159,21,1631,0,207,337,534,682,0,0,1,0,0,0,1,0,0,0.0036891693764222497
31176,49,4676,0,1516,1436,1783,2743,0,0,1,0,0,0,0,1,0,0.021530901133435046
36928,41,7385,0,1058,1450,1977,2875,0,0,1,0,0,0,0,1,0,0.02493338861962174
14552,52,2910,0,643,450,1364,993,0,1,0,0,0,0,1,0,0,0.007266245141783538
50002,35,7500,9864,1168,1821,2718,6342,0,0,0,0,1,0,1,0,0,0.051089887172324586
7940,20,1588,0,256,268,598,498,0,0,1,0,0,1,0,0,0,0.00344415059826245
28455,56,8536,0,1393,1034,2413,2107,0,0,0,1,0,0,0,1,0,0.021799727404209563
11385,43,2277,1333,334,408,587,1102,0,0,1,0,0,0,0,0,1,0.006599635348571452
17809,41,5342,0,773,680,0,1191,1,0,0,0,0,0,0,1,0,0.008201681205770143
31159,18,4673,0,1076,1448,2454,2331,0,1,0,0,0,0,1,0,0,0.02162712308275286
15072,51,3014,1349,575,699,1453,1490,0,0,0,1,0,0,0,1,0,0.009405943540531264
22055,29,3308,3840,837,885,2034,1704,0,1,0,0,0,0,0,1,0,0.018555956535454315
67103,34,20130,0,2489,2365,6307,9604,0,1,0,0,0,0,0,1,0,0.058954295566052896
18909,38,2836,2968,652,747,0,1242,1,0,0,0,0,0,0,1,0,0.00998327523643816
58542,38,11708,0,1505,2582,4347,6063,0,0,1,0,0,1,0,0,0,0.05423247619746728
12151,20,1822,0,247,572,1037,627,0,0,0,1,0,0,0,0,1,0.005266415762147277
45834,61,9166,0,1848,1687,2552,5293,0,0,0,0,1,1,0,0,0,0.03282061252710582
95054,45,19010,5806,3914,4227,7086,13114,0,1,0,0,0,0,0,0,1,0.08726735615810556
4153,42,1245,0,179,158,257,343,0,0,0,0,1,0,0,0,1,0.0018440886987816515
15858,61,4757,0,760,552,983,1357,0,0,0,0,1,0,0,0,1,0.009262106605984014
47601,23,9520,0,1184,1757,3670,6837,0,0,1,0,0,0,1,0,0,0.03600982455861901
25502,59,7650,2271,1191,769,2531,1733,0,0,0,0,1,0,0,1,0,0.0215150294716919
40371,47,8074,0,1093,1597,3174,4549,0,0,0,1,0,1,0,0,0,0.029479627730173815
18504,49,3700,0,671,616,968,1310,0,0,1,0,0,0,0,0,1,0.00883654767549594
32151,39,6430,3407,893,1064,1813,2992,0,0,0,0,1,0,1,0,0,0.02480343938909974
26487,55,7946,2184,640,1058,1569,2115,0,0,1,0,0,0,0,0,1,0.021482294169346664
76357,31,15271,0,1644,2553,5280,10141,0,0,0,1,0,0,1,0,0,0.06495477568382063
36771,51,5515,0,1114,1785,2866,3359,0,1,0,0,0,0,1,0,0,0.025115912729667907
39302,60,7860,0,1931,1399,0,2400,1,0,0,0,0,0,0,1,0,0.024229083629769683
21578,64,4315,3936,737,711,1966,2117,0,0,1,0,0,0,0,1,0,0.01949436853601776
20309,43,4061,1585,429,1006,0,1526,1,0,0,0,0,1,0,0,0,0.014613832550000695
21224,57,4244,0,854,723,1999,1627,0,1,0,0,0,0,0,0,1,0.01538757605997901
41130,30,12339,6949,1071,1908,3614,1283,0,0,0,1,0,0,0,0,1,0.03532039925165115
21421,47,6426,3453,465,754,1159,1147,0,1,0,0,0,0,0,0,1,0.018032191697930532
37826,36,7565,0,1655,1239,0,2116,1,0,0,0,0,0,1,0,0,0.022959350690318087
157829,59,31565,8178,5269,6810,9605,34151,0,0,0,1,0,1,0,0,0,0.15169439908896662
60225,58,12045,0,2970,2384,3747,8419,0,0,0,0,1,0,0,1,0,0.057292730977317415
23112,56,4622,0,957,920,1734,1565,0,0,0,0,1,0,0,1,0,0.016368643151477156
78427,20,23528,0,2247,3620,4577,10079,0,0,1,0,0,1,0,0,0,0.06554103518945804
21644,48,4328,1988,1070,893,1427,1711,0,0,0,0,1,0,0,1,0,0.017354670137270035
5874,29,1174,743,270,228,0,401,1,0,0,0,0,0,0,0,1,0.002678342919155707
13392,32,2678,1109,394,416,829,1046,0,0,0,0,1,0,1,0,0,0.007335683661909798
6716,62,1007,0,192,233,648,440,0,0,1,0,0,0,0,0,1,0.0026406477225157376
22646,55,3396,0,794,745,1260,1974,0,0,0,1,0,1,0,0,0,0.014858851328160495
30445,57,4566,5257,1103,931,1876,2300,0,0,0,0,1,0,0,1,0,0.02390669050061205
114703,31,34410,8049,4285,4439,5961,20595,0,0,1,0,0,1,0,0,0,0.11495547006902189
38967,52,7793,0,1033,1927,2118,3183,0,0,0,0,1,1,0,0,0,0.026845923859670703
